"Timestamp","TZ","1SERIAL (State)","1SERIAL (State)","Device adress","Serial number","Software-Version","Day","Month","Year","Hour","Minute","Second","5M SYNOP Tab.4677","5M SYNOP Tab.4680","5M METAR Tab.4678","5M Intenisty [mm/h]","1M SYNOP Tab.4677","1M SYNOP Tab.4680","1M METAR Tab.4678","Intensity [mm/h] total p","Intensity [mm/h] liquid ","Intensity [mm/h] solid p","Precipitation amount [mm","1M Visibility in precipi","1M Radar reflectivity [d","1M Measuring quality [0.","1M Maximum diameter hail","Status Laser","Static Signal","Status Laser temperature","Status Laser temperature","Status Laser current (an","Status Laser currnet (gi","Status Sensor Supply","Status Current pane heat","Status Current pane heat","Status Temperature senso","Status Heating supply","Status Current heating h","Status Currnet heating h","Status Current heating c","Status Control output la","Reserve Status","Interior temperature [de","Temperature of laser dri","Mean value laser current","Control voltage [mV]","Optical control output [","Voltage sensor supply [1","Current pane heating las","Current pane heating rec","Ambient temperature [deg","Voltage Heating supply [","Current heating housing[","Current heating heads [m","Current heating carriers","Number of all measured p","internal data","Number of particles < mi","internal data","Number of particles > ma","interna data","Number of particles < mi","internal data","Number of particles no h","Total volume (gross) of ","Number of particles with","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles clas","Total volume (gross) of ","Number of particles C1S1","Number of particles C1S2","Number of particles C1S3","Number of particles C1S4","Number of particles C1S5","Number of particles C1S6","Number of particles C1S7","Number of particles C1S8","Number of particles C1S9","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S1","Number of particles C1S2","Number of particles C2S1"
2025/03/21 00:00:19.109,n,0,0,0,0,2.6,18,1,15,7,42,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,2,702,4011,2788,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 00:30:19.163,n,0,0,0,0,2.6,18,1,15,8,12,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,1,700,4011,2800,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 01:00:19.171,n,0,0,0,0,2.6,18,1,15,8,42,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,0,698,4011,2810,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 01:30:19.105,n,0,0,0,0,2.6,18,1,15,9,12,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,0,697,4011,2818,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 02:00:19.164,n,0,0,0,0,2.6,18,1,15,9,42,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,0,697,4011,2820,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 02:30:19.177,n,0,0,0,0,2.6,18,1,15,10,12,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,0,697,4011,2822,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 03:00:19.034,n,0,0,0,0,2.6,18,1,15,10,42,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,0,696,4011,2826,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 03:30:19.155,n,0,0,0,0,2.6,18,1,15,11,12,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,0,696,4012,2826,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 04:00:19.169,n,0,0,0,0,2.6,18,1,15,11,42,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-3,0,696,4011,2830,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025/03/21 04:30:19.111,n,0,0,0,0,2.6,18,1,15,12,12,0,0,0,"NP   ",0,0,0,"NP   ",0,0,0,4.79,99999,-9.9,100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-4,0,695,4011,2832,111,0,0,99999,999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
